职位名称,关键词,薪水,城市,公司名称,技能要求,工作经验,招聘类型,产业链环节,获取时间,职位详情
数据开发分析（研发中心）,"数据开发,数据分析",8-12K,台州,浙江智慧信息产业有限公司,SQL,经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、负责理解数据需求，掌握业务处理逻辑；
2、根据数据应用场景，开展数据组件的规划、数据流设计和数据逻辑处理；
3、负责数据开发程序优化和性能提升。
岗位要求：
1、本科及以上学历，计算机，数学，物理相关专业，了解统计和概率；
2、掌握数据库应用并熟练掌握SQL开发，并有SQL调优经验；
3、或熟练使用SQL，PL/SQL，存储过程，触发器、函数等数据库对象开发、测试、发布，可进行一般的SQL分析调优；
4、具备一定的python/java开发能力；
5、熟悉数仓建模理论，了解ER建模及维度建模理论，熟悉常见的数仓分层方法、原则、规范；
6、具备一定业务敏感度，能够结合业务问题进行业务调研、总结、抽象，简单设计数据应用原型。"
数据智能组-数据研发中心-大数据开发工程师,"数据开发,数据分析",15-27K,上海,安永华明会计师事务所（特殊普通合伙）上海分所,"数据仓库,数据中台",经验不限,社招,数据中心其他,2023/1/6,"工作职责：
1、基于Hadoop数据中台，参与数据需求调研、分析、数据模型设计、数据开发等中台建设工作；
2、负责数据中台开发、监控及对现有中台优化工作；
3、参与数据中台探索应用场景的落地实施工作；
4、负责数据中台各大数据组件的性能、效率、稳定性分析与优化工作；
任职资格：
1、本科及以上学历，3年及以上数据仓库/数据平台/数据中台项目开发工作经验；有大厂经验优先；
2、熟悉数仓领域各种理论知识，如元数据管理，数据质量治理、主流数据建模方法（维度建模、范式建模）等，可以根据实际业务设计数仓模型；
3、对Hive有相对深入的理解及实际开发、优化经验，熟悉Linux常用命令，以及Python、Shell等脚本语言；
4、熟练使用Hadoop生态圈技术，如：Hive、Hbase、MapReduce、Kafka、Flume等；
5、熟悉Kafka、Pulsar、RabbitMQ等至少一种消息中间件，熟悉 Storm、Flink、Spark Streaming等至少一种流式数据处理框架；
6、具备一定的Java开发及调试能力，熟悉可视化工具者优先；
7、具有强烈的责任心和充分的主动性，能够积极主动的推进项目的进展；
8、具有较强的抗压能力和学习能力，能够独立、高效地发现和解决或推动解决各种疑难问题；
9、具有良好的沟通能力和团队合作能力。"
腾讯云华南区域技术支撑中心 - 大数据开发,"数据开发,数据分析",15-30K,深圳,深圳市腾讯计算机系统有限公司,"Python,Java,Scala,springboot,hadoop,flink",经验不限,社招,数据中心其他,2023/1/6,"岗位要求
本科以上学历，计算机或相关专业；
3年以上后台开发经验，精通HTTP、TCP/IP协议，网络编程； 熟悉Linux操作系统原理，常用工具；
熟练掌握java, 有一定的scala, python经验
熟练使用springboot/springcloud进行后台
熟悉常用大数据开源组件, 对Hadoop、Flink、Spark、Kafka、Lucene等开源项目（至少一个）有大规模应用，维护，调优经验；
具有良好的学习能力、沟通能力、团队合作意识； 强烈的责任心与主动性。
岗位职责
负责大数据平台的产品化建设，数据工具开发
负责大数据在政务、金融等领域的应用，二次开发，平台问题处理"
数据 / 大数据工程师,"数据开发,数据分析",50-80K,北京,深圳虾皮信息科技有限公司,"Python,Spark,HIVE,Hadoop,Hbase,Kafka,Presto,clickhouse",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
负责公司的各个大数据组件的日志分析，为数据运营以及业务部门提供决策支持，驱动集群资源利用率和用户任务的执行效率的提升。

岗位要求：
1. 统招本科及以上学历，计算机等理工科相关专业，3年以上工作经验；
2. 熟悉数据仓库理论，具备企业级数据仓库开发经验，日增量数据达到TB级；
3. 熟练掌握SQL开发，熟练掌握SQL的执行过程和优化方法；
4. 熟练掌握Hadoop、Hive、HBase、Spark、Presto、ClickHouse等大数据开发工具中一种或几种；
5. 熟悉Linux系统，具备shell、python等脚本和Java语言开发能力。"
数据开发,"数据开发,数据分析",25-50K,北京,高德软件有限公司,"SQL,Java,Flink,HDFS,Streaming,Kafka,Spark,Python",经验不限,社招,数据中心其他,2023/1/6,"1、搭建地图数据数据仓库，还原地图数据生产的全过程，完成高德数据中心的DT能力升级
2、建设离线和实时数据内容，并沉淀通用数据资产，包括道路、poi等资产，通过资产平台呈现；
3、与数据分析师深度合作，抽象分析指标，沉淀地图数据指标库"
数据库工程师,"数据开发,数据分析",15-25K,上海,中泰证券股份有限公司,"Python,SQL,HIVE,Spark,Kafka,Hadoop",经验不限,社招,数据中心其他,2023/1/6,"工作职责
1、参与公司数据中心项目的建设；
2、参与设计数据逻辑和物理模型,负责模型的准确性和完整性验证；
3、负责数据模型的运营优化，及时响应业务系统的变更，保证模型的数据质量和稳定性;
4、负责对接公司数据相关需求,参与数据采集、清洗、统计分析并完成相关研发工作;
 
任职要求
1、计算机、信息技术、数学等相关专业本科及以上学历；
2、熟悉MySQL,Oracle等数据库，有较强的SQL编写能力
3、熟悉Linux系统的操作管理，至少熟悉Java，Python等一门编程的语言；
4、对开源大数据系统有相关经验者优先，包括但不限于Hadoop/Spark/Hive/Flink/Kafka等；
5、有金融行业业务知识者优先，有证券从业资格优先。
6、沟通表达能力和组织能力优秀，责任心强, 有团队合作精神；"
数据开发工程师,"数据开发,数据分析",20-40K,东莞,华为云计算技术有限公司,"SQL,大数据开发经验,数仓建设经验,ETL开发经验",经验不限,社招,数据中心其他,2023/1/6,"1、负责华为云数据中心资源的指标和数据体系、数据服务的建设：
2、整合行业业务需求，甄别业务场景和价值，沉淀数据资产和数据赋能能力；
3、基于全生命周期的作业数据，来驱动华为云数据中心的规划，设计，交付，运维运营能力建设，让华为云数据中心向数据化、智能化升级；
4、沉淀业务分析思路与框架，明确数据产品需求，形成数据赋能的产品方案，并驱动产品落地，在不同的行业快速的实施和复用：
5、参与数据平台、数据仓库的数据治理相关工作，完成数据治理相关的数据获取、指标定义、数据标准、数据质量管理、数据生命周期等内容；"
高级数据平台工程师,"数据开发,数据分析",30-60K,深圳,深圳今日头条科技有限公司,"Java,Spark,Hadoop,HIVE,Presto,Flink,Druid",经验不限,社招,数据中心其他,2023/1/6,"岗位职责
团队介绍：互娱研发部门负责抖音、抖音火山版、直播、音乐、影像等多款明星产品的研发，截止2020年8月，抖音连同抖音火山版在内，日活用户超6亿，并继续保持高速增长。加入我们，你会支持包括但不限于上述产品的研发和相关架构工作，每一行代码都能服务亿万用户。
职位描述：
1. 负责字节跳动全球客服数据中心的建设
2. 参与优化集群/组件计算性能，提供支撑数百万QPS的分布式应用；
3. 挖掘和分析海量用户/电商/评论/短视频/图片等数据，构建千亿级别的OLAP引擎和特征工程；
4. 调研业内领先的大数据技术解决方案，结合实际应用场景进行创新应用试验和业务落地；
岗位要求
1、本科及以上学历，计算机、通信等相关专业；
2、深入理解大数据生态圈，有扎实的数据结构和算法基础；
3、熟练掌握java编程语言 Java,深入理解jvm；
4、有大数据相关分布式系统（Hadoop/Spark/Flink/clickhouse/es/druid/presto）的使用和应用优化经验，参与过大数据平台开发的优先；
5、对高并发、高可用、高性能、大数据处理有过实际项目经验者优先；
6、有良好的业务 Sense，对数据业务场景非常敏感，能够横向协同、跨团队整合资源，形成完整的方案解决业务/产品的问题。
加分项：
1、有大数据平台项目经验优先
2、有大数据开源组件（hive/spark/flink等）项目贡献者优先"
数据,"数据开发,数据分析",9-14K,广州,云基智慧工程股份有限公司,"DataX,SQL",经验不限,社招,数据中心其他,2023/1/6,"数据治理工程师（2人）：
1、本科及以上学历，数学、统计学、计算机、交通、土木工程等相关专业；
2、熟悉ORACLE 、MYSQL 、MSSQLSVER等数据库系统，熟练使用SQL语句；
3、至少精通JAVA/.NET/等其他一门编程语言，有交通行业数据运营经验优先；
4、熟悉日常办公软件操纵；
5、工作积极主动，学习能力强，有探索精神，具备良好的沟通协调和解决问题的能力；责任心强，工作仔细认真；
工作内容：
1、全程参与数据治理项目各项工作;
2、参与项目的数据接入，数据质量检查，数据服务实施等工作;
3、总结工作内容及要求，形成数据中台需求说明，指导数据中台开发实施;
4、编制各类数据治理工作标准，数据标准，数据清单;
5、项目现场实施工作，服从业主工作管理要求;
6、工作地点：广州;"
百度数据开发工程师,"数据开发,数据分析",20-40K,北京,百度在线网络技术（北京）有限公司,"数据仓库,Java,Python,Shell,分布式技术,Hadoop,大数据",经验不限,社招,数据中心其他,2023/1/6,"职位名称：百度大数据研发工程师
工作职责：
- 负责数据中心数据仓库建设(百度app/feeds/富媒体/贴吧等)
- 负责数据中台和数据治理工作，保障数据质量和稳定
- 负责大规模海量数据的特征提取、统计计算、数据分析和数据挖掘
职位要求：(可直接投递简历！！)
- 计算机相关专业，有一定的大数据仓库建设经验优先
- 熟练掌握一门编程语言（Java、php、c++、Python、shell），熟悉常用数据结构和算法
- 熟悉大数据编程技术Hive、hadoop、spark等，良好数据开发性能调优经验
- 具有机器学习和数据挖掘领域的理论背景和实践经验者优先
- 具有较强的发现问题、分析问题和解决问题的能力
大数据有大价值，期待您的加入"
